,Year_sold,PARCEL,SequenceNum,SaleDate,SalePrice,PrPerSqFt,p_Cat,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,Map,GISACRES,LON,LAT,URL,URL2,ZIP
9644,2019,114342570,20191140596,201903,200000,90.62075215,9,2207,1973,3,2,450,254438,254438,262071,19741028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/23055.pdf,0.49791801,-110.8259534,32.26617661,www.tucsonaz.gov/pro/pdsd/parcel_search/114342570,http://gis.pima.gov/maps/detail.cfm?p=114342570,85712
9645,2019,114342570,20191791079,201906,258000,116.9007703,11,2207,1973,3,2,450,254438,254438,262071,19741028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/23055.pdf,0.49791801,-110.8259534,32.26617661,www.tucsonaz.gov/pro/pdsd/parcel_search/114342570,http://gis.pima.gov/maps/detail.cfm?p=114342570,85712
9647,2019,114341680,20190870340,201903,375000,175.891182,17,2132,1972,1,2,390,259873,259873,267669,20160425,http://www.asr.pima.gov/ParcelData/Map/Arm/MP20/20036.pdf,0.43323401,-110.8270822,32.26557841,www.tucsonaz.gov/pro/pdsd/parcel_search/114341680,http://gis.pima.gov/maps/detail.cfm?p=114341680,85750
9648,2019,114341540,20190910476,201904,345000,146.7460655,14,2351,1973,1,2,0,267802,267802,275836,20150227,http://www.asr.pima.gov/ParcelData/Map/Arm/MP20/20036.pdf,0.54645902,-110.8280497,32.26804367,www.tucsonaz.gov/pro/pdsd/parcel_search/114341540,http://gis.pima.gov/maps/detail.cfm?p=114341540,85750
9649,2019,114341520,20191500542,201904,300000,151.2096774,15,1984,1973,3,2,0,229697,229697,236588,20140415,http://www.asr.pima.gov/ParcelData/Map/Arm/MP20/20036.pdf,0.414689,-110.8280478,32.26746163,www.tucsonaz.gov/pro/pdsd/parcel_search/114341520,http://gis.pima.gov/maps/detail.cfm?p=114341520,85750
9650,2019,114341100,20191060251,201902,225000,93.98496241,9,2394,1971,1,2,450,283107,283107,291600,19841119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP20/20036.pdf,0.36622301,-110.8314946,32.267492,www.tucsonaz.gov/pro/pdsd/parcel_search/114341100,http://gis.pima.gov/maps/detail.cfm?p=114341100,85749
9651,2019,114340820,20191550097,201904,312000,144.3108233,14,2162,1971,3,2,450,255656,255656,263326,20101103,http://www.asr.pima.gov/ParcelData/Map/Arm/MP20/20036.pdf,0.388217,-110.8320617,32.26807283,www.tucsonaz.gov/pro/pdsd/parcel_search/114340820,http://gis.pima.gov/maps/detail.cfm?p=114340820,85750
9652,2019,114331440,20190590635,201901,470000,179.526356,17,2618,1978,1,2,450,321724,325962,321724,20190124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP28/28082.pdf,1.31493998,-110.8222216,32.26660912,www.tucsonaz.gov/pro/pdsd/parcel_search/114331440,http://gis.pima.gov/maps/detail.cfm?p=114331440,85750
9653,2019,114322330,20191440070,201903,725000,194.7354284,20,3723,1990,6,6,667,608385,608385,626637,20101130,http://www.asr.pima.gov/ParcelData/Map/Arm/MP20/20042.pdf,0.99120301,-110.824222,32.26939736,www.tucsonaz.gov/pro/pdsd/parcel_search/114322330,http://gis.pima.gov/maps/detail.cfm?p=114322330,85750
9654,2019,114322040,20190520062,201901,339000,132.8369906,13,2552,1971,9,0,450,271976,271976,280135,19780726,http://www.asr.pima.gov/ParcelData/Map/Arm/MP19/19092.pdf,0.295304,-110.8271854,32.27015248,www.tucsonaz.gov/pro/pdsd/parcel_search/114322040,http://gis.pima.gov/maps/detail.cfm?p=114322040,85750
9655,2019,114321360,20191760359,201906,275000,119.8779425,11,2294,1969,3,2,0,247579,247579,255006,19991201,http://www.asr.pima.gov/ParcelData/Map/Arm/MP17/M17079.pdf,0.45036,-110.8294415,32.26927941,www.tucsonaz.gov/pro/pdsd/parcel_search/114321360,http://gis.pima.gov/maps/detail.cfm?p=114321360,85750
9657,2019,114320270,20190570295,201901,379000,145.9938367,14,2596,1964,1,2,420,288043,288043,296684,19951023,http://www.asr.pima.gov/ParcelData/Map/Arm/MP16/16070.pdf,0.41582701,-110.8358776,32.27109493,www.tucsonaz.gov/pro/pdsd/parcel_search/114320270,http://gis.pima.gov/maps/detail.cfm?p=114320270,85750
9658,2019,114312430,20190590439,201901,517500,165.8122397,16,3121,1994,1,3,454,390730,390730,410267,19940408,http://www.asr.pima.gov/ParcelData/Map/Arm/MP44/44033_02.pdf,0.36845899,-110.8349223,32.27392659,www.tucsonaz.gov/pro/pdsd/parcel_search/114312430,http://gis.pima.gov/maps/detail.cfm?p=114312430,85750
9659,2019,114312400,20191050656,201902,535000,130.1703163,13,4110,1994,1,3,396,483012,483012,507163,20030626,http://www.asr.pima.gov/ParcelData/Map/Arm/MP44/44033_01.pdf,0.36846101,-110.835798,32.27357107,www.tucsonaz.gov/pro/pdsd/parcel_search/114312400,http://gis.pima.gov/maps/detail.cfm?p=114312400,85750
9660,2019,114312210,20192260389,201907,342500,166.1814653,16,2061,1998,1,2,0,271623,271623,285204,19980915,http://www.asr.pima.gov/ParcelData/Map/Arm/MP44/44033_02.pdf,0.46127999,-110.8335868,32.27284737,www.tucsonaz.gov/pro/pdsd/parcel_search/114312210,http://gis.pima.gov/maps/detail.cfm?p=114312210,85750
9661,2019,114312190,20191930643,201907,515000,177.770107,17,2897,1996,1,3,450,377122,377122,395978,20030121,http://www.asr.pima.gov/ParcelData/Map/Arm/MP44/44033_02.pdf,0.45602,-110.8327918,32.27284025,www.tucsonaz.gov/pro/pdsd/parcel_search/114312190,http://gis.pima.gov/maps/detail.cfm?p=114312190,85750
9662,2019,114311940,20191350766,201905,383000,170.1466015,17,2251,1993,1,2,450,308075,308075,323479,20030121,http://www.asr.pima.gov/ParcelData/Map/Arm/MP44/44033_02.pdf,0.25883201,-110.8348479,32.27529901,www.tucsonaz.gov/pro/pdsd/parcel_search/114311940,http://gis.pima.gov/maps/detail.cfm?p=114311940,85750
9664,2019,114311600,20190350093,201902,355000,156.7328918,15,2265,1995,1,2,450,307823,307823,323214,19970115,http://www.asr.pima.gov/ParcelData/Map/Arm/MP44/44033_01.pdf,0.43244401,-110.8376007,32.27321081,www.tucsonaz.gov/pro/pdsd/parcel_search/114311600,http://gis.pima.gov/maps/detail.cfm?p=114311600,85750
9665,2019,114311500,20191500631,201904,470000,164.6234676,16,2855,1976,1,2,450,325625,325625,341906,20121031,http://www.asr.pima.gov/ParcelData/Map/Arm/MP26/M26016.PDF,0.43040401,-110.830734,32.27336516,www.tucsonaz.gov/pro/pdsd/parcel_search/114311500,http://gis.pima.gov/maps/detail.cfm?p=114311500,85750
9666,2019,114300210,20190880571,201902,751750,192.5096031,20,3905,2004,1,3,450,580504,580504,580504,20041213,http://www.asr.pima.gov/ParcelData/Map/Arm/MP47/47079.pdf,0.62285298,-110.8292509,32.2772567,www.tucsonaz.gov/pro/pdsd/parcel_search/114300210,http://gis.pima.gov/maps/detail.cfm?p=114300210,85750
9667,2019,114291800,20190850696,201903,340000,103.753433,10,3277,1979,1,2,0,361481,361481,379555,20060801,http://www.asr.pima.gov/ParcelData/Map/Arm/MP29/29053.pdf,1.07238996,-110.8163716,32.27085985,www.tucsonaz.gov/pro/pdsd/parcel_search/114291800,http://gis.pima.gov/maps/detail.cfm?p=114291800,85750
9668,2019,114291730,20190530518,201902,319000,133.4169803,13,2391,1989,1,2,0,308382,308382,323801,20130430,http://www.asr.pima.gov/ParcelData/Map/Arm/MP29/29053.pdf,0.979258,-110.8180607,32.27142246,www.tucsonaz.gov/pro/pdsd/parcel_search/114291730,http://gis.pima.gov/maps/detail.cfm?p=114291730,85715
9669,2019,114291400,20190600206,201901,450000,137.8676471,13,3264,1979,1,3,450,411189,411189,431748,20170322,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/27062.pdf,0.83843601,-110.8190564,32.27402869,www.tucsonaz.gov/pro/pdsd/parcel_search/114291400,http://gis.pima.gov/maps/detail.cfm?p=114291400,85751
9670,2019,114291340,20192120061,201906,545000,187.8015162,118,2902,1978,1,2,250,362260,362260,380373,19801113,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/27062.pdf,0.93982297,-110.818276,32.27580019,www.tucsonaz.gov/pro/pdsd/parcel_search/114291340,http://gis.pima.gov/maps/detail.cfm?p=114291340,85750
9671,2019,114290250,20190670616,201901,405000,156.6731141,15,2585,1969,1,2,450,300296,300296,315311,20091009,http://www.asr.pima.gov/ParcelData/Map/Arm/MP18/18035.pdf,0.85038102,-110.8168202,32.26638051,www.tucsonaz.gov/pro/pdsd/parcel_search/114290250,http://gis.pima.gov/maps/detail.cfm?p=114290250,85750
9673,2019,114274880,20191410298,201904,475000,166.20014,16,2858,1995,1,3,613,400260,400260,420273,19960619,http://www.asr.pima.gov/ParcelData/Map/Arm/MP45/45066.pdf,0.82709599,-110.8040407,32.26787821,www.tucsonaz.gov/pro/pdsd/parcel_search/114274880,http://gis.pima.gov/maps/detail.cfm?p=114274880,85749
9674,2019,114274800,20191820138,201905,573000,200.489853,20,2858,1995,1,3,450,461901,461901,484996,20120620,http://www.asr.pima.gov/ParcelData/Map/Arm/MP45/45066.pdf,0.78488803,-110.8062258,32.2675556,www.tucsonaz.gov/pro/pdsd/parcel_search/114274800,http://gis.pima.gov/maps/detail.cfm?p=114274800,85749
9675,2019,11427467A,20191830170,201905,425900,164.6308465,16,2587,1977,6,5,0,297843,297843,312735,19981009,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13152744.PDF,0.84321898,-110.7899772,32.26548505,www.tucsonaz.gov/pro/pdsd/parcel_search/11427467A,http://gis.pima.gov/maps/detail.cfm?p=11427467A,85749
9676,2019,11427428E,20191500660,201904,450000,174.2835012,17,2582,2002,1,3,0,358530,358530,376457,20020913,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M1315272.PDF,1.07156003,-110.7992699,32.27751039,www.tucsonaz.gov/pro/pdsd/parcel_search/11427428E,http://gis.pima.gov/maps/detail.cfm?p=11427428E,85749
9679,2019,114273510,20191440479,201905,280000,156.9506726,15,1784,1976,3,2,0,201348,201348,219469,20110916,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/M27081.PDF,0.83070898,-110.7921986,32.27213395,www.tucsonaz.gov/pro/pdsd/parcel_search/114273510,http://gis.pima.gov/maps/detail.cfm?p=114273510,85749
9680,2019,114273510,20191440479,201905,280000,156.9506726,15,1784,1976,3,2,0,201348,201348,219469,20110916,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/M27081.PDF,0.83070898,-110.7921986,32.27213395,www.tucsonaz.gov/pro/pdsd/parcel_search/114273510,http://gis.pima.gov/maps/detail.cfm?p=114273510,85749
9681,2019,114273470,20191751059,201906,282000,216.9230769,20,1300,1976,3,2,0,170445,170445,185785,19911007,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/M27081.PDF,0.68868399,-110.7907286,32.27248628,www.tucsonaz.gov/pro/pdsd/parcel_search/114273470,http://gis.pima.gov/maps/detail.cfm?p=114273470,85749
9682,2019,114273470,20191751059,201906,282000,216.9230769,20,1300,1976,3,2,0,170445,170445,185785,19911007,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/M27081.PDF,0.68868399,-110.7907286,32.27248628,www.tucsonaz.gov/pro/pdsd/parcel_search/114273470,http://gis.pima.gov/maps/detail.cfm?p=114273470,85749
9683,2019,114273140,20191500437,201904,324000,182.0224719,118,1780,1977,3,2,450,219039,219039,238753,20041228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/M27081.PDF,0.87209499,-110.7895418,32.26841258,www.tucsonaz.gov/pro/pdsd/parcel_search/114273140,http://gis.pima.gov/maps/detail.cfm?p=114273140,85749
9684,2019,114273140,20191500437,201904,324000,182.0224719,118,1780,1977,3,2,450,219039,219039,238753,20041228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP27/M27081.PDF,0.87209499,-110.7895418,32.26841258,www.tucsonaz.gov/pro/pdsd/parcel_search/114273140,http://gis.pima.gov/maps/detail.cfm?p=114273140,85749
9685,2019,114272560,20191900431,201905,387500,218.0641531,20,1777,1974,1,6,450,262502,262502,286127,20151208,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25023.PDF,0.82707298,-110.7976133,32.27179969,www.tucsonaz.gov/pro/pdsd/parcel_search/114272560,http://gis.pima.gov/maps/detail.cfm?p=114272560,85751
9686,2019,114272560,20191900431,201905,387500,218.0641531,20,1777,1974,1,6,450,262502,262502,286127,20151208,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25023.PDF,0.82707298,-110.7976133,32.27179969,www.tucsonaz.gov/pro/pdsd/parcel_search/114272560,http://gis.pima.gov/maps/detail.cfm?p=114272560,85751
9687,2019,114272500,20192170269,201908,320000,175.0547046,17,1828,1974,3,2,0,205872,205872,224400,20021126,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25023_02.PDF,1.21414006,-110.7952974,32.27073189,www.tucsonaz.gov/pro/pdsd/parcel_search/114272500,http://gis.pima.gov/maps/detail.cfm?p=114272500,85749
9688,2019,114272500,20192170269,201908,320000,175.0547046,17,1828,1974,3,2,0,205872,205872,224400,20021126,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25023_02.PDF,1.21414006,-110.7952974,32.27073189,www.tucsonaz.gov/pro/pdsd/parcel_search/114272500,http://gis.pima.gov/maps/detail.cfm?p=114272500,85749
9689,2019,114271310,20191350262,201904,398900,224.3532058,20,1778,1975,6,4,512,234957,234957,256103,20100728,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25023.PDF,0.843054,-110.7954738,32.27322981,www.tucsonaz.gov/pro/pdsd/parcel_search/114271310,http://gis.pima.gov/maps/detail.cfm?p=114271310,85749
9690,2019,114271310,20191350262,201904,398900,224.3532058,20,1778,1975,6,4,512,234957,234957,256103,20100728,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25023.PDF,0.843054,-110.7954738,32.27322981,www.tucsonaz.gov/pro/pdsd/parcel_search/114271310,http://gis.pima.gov/maps/detail.cfm?p=114271310,85749
9691,2019,114271070,20191700537,201905,360168,151.0138365,15,2385,1973,3,2,512,270230,270230,294551,19851213,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/M23095.PDF,0.74339402,-110.8009889,32.27616246,www.tucsonaz.gov/pro/pdsd/parcel_search/114271070,http://gis.pima.gov/maps/detail.cfm?p=114271070,85749
9692,2019,114271070,20191700537,201905,360168,151.0138365,15,2385,1973,3,2,512,270230,270230,294551,19851213,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/M23095.PDF,0.74339402,-110.8009889,32.27616246,www.tucsonaz.gov/pro/pdsd/parcel_search/114271070,http://gis.pima.gov/maps/detail.cfm?p=114271070,85749
9693,2019,114270750,20190560458,201902,365000,170.5607477,17,2140,1973,3,2,450,253320,253320,276119,19880610,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/M23095.PDF,0.82729101,-110.7982406,32.27182889,www.tucsonaz.gov/pro/pdsd/parcel_search/114270750,http://gis.pima.gov/maps/detail.cfm?p=114270750,85749
9694,2019,114270750,20190560458,201902,365000,170.5607477,17,2140,1973,3,2,450,253320,253320,276119,19880610,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/M23095.PDF,0.82729101,-110.7982406,32.27182889,www.tucsonaz.gov/pro/pdsd/parcel_search/114270750,http://gis.pima.gov/maps/detail.cfm?p=114270750,85749
9695,2019,114270690,20190870118,201902,383000,163.9554795,16,2336,1973,6,4,0,294462,294462,320964,20121031,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/M23095.PDF,0.991027,-110.8002742,32.27027283,www.tucsonaz.gov/pro/pdsd/parcel_search/114270690,http://gis.pima.gov/maps/detail.cfm?p=114270690,85749
9696,2019,114270690,20190870118,201902,383000,163.9554795,16,2336,1973,6,4,0,294462,294462,320964,20121031,http://www.asr.pima.gov/ParcelData/Map/Arm/MP23/M23095.PDF,0.991027,-110.8002742,32.27027283,www.tucsonaz.gov/pro/pdsd/parcel_search/114270690,http://gis.pima.gov/maps/detail.cfm?p=114270690,85749
9697,2019,114270480,20190670659,201901,427500,186.4369821,118,2293,1996,1,3,450,417480,417480,438354,20090410,http://www.asr.pima.gov/ParcelData/Map/Arm/MP19/19083.pdf,1.12796998,-110.7982994,32.2682309,www.tucsonaz.gov/pro/pdsd/parcel_search/114270480,http://gis.pima.gov/maps/detail.cfm?p=114270480,95472
9698,2019,114270450,20190590904,201902,460000,220.9414025,20,2082,1973,6,4,499,271620,271620,296066,19981016,http://www.asr.pima.gov/ParcelData/Map/Arm/MP19/19083.pdf,1.06254995,-110.7999861,32.26861415,www.tucsonaz.gov/pro/pdsd/parcel_search/114270450,http://gis.pima.gov/maps/detail.cfm?p=114270450,85749
9699,2019,114270450,20190590904,201902,460000,220.9414025,20,2082,1973,6,4,499,271620,271620,296066,19981016,http://www.asr.pima.gov/ParcelData/Map/Arm/MP19/19083.pdf,1.06254995,-110.7999861,32.26861415,www.tucsonaz.gov/pro/pdsd/parcel_search/114270450,http://gis.pima.gov/maps/detail.cfm?p=114270450,85749
9700,2019,114264020,20192240211,201907,495990,153.4622525,15,3232,2018,1,3,0,452072,452072,474676,20180815,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2015/20150760143.pdf,0.61210603,-110.782932,32.27157387,www.tucsonaz.gov/pro/pdsd/parcel_search/114264020,http://gis.pima.gov/maps/detail.cfm?p=114264020,85749
9702,2019,114263600,20191060405,201903,445000,177.220231,17,2511,1992,1,3,450,382678,382678,401812,20120822,http://www.asr.pima.gov/ParcelData/Map/Arm/MP36/36001.pdf,0.93221599,-110.7845909,32.27736847,www.tucsonaz.gov/pro/pdsd/parcel_search/114263600,http://gis.pima.gov/maps/detail.cfm?p=114263600,85749
9703,2019,114263580,20190870129,201902,462500,131.8790989,13,3507,1985,1,2,0,384062,384062,403265,20121109,http://www.asr.pima.gov/ParcelData/Map/Arm/MP36/36001.pdf,0.84898901,-110.784595,32.27815999,www.tucsonaz.gov/pro/pdsd/parcel_search/114263580,http://gis.pima.gov/maps/detail.cfm?p=114263580,85749
9704,2019,114263320,20191430114,201904,500000,179.8561151,17,2780,1995,1,3,0,330066,330066,346569,19951127,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33050.pdf,1.04696,-110.7830262,32.26972792,www.tucsonaz.gov/pro/pdsd/parcel_search/114263320,http://gis.pima.gov/maps/detail.cfm?p=114263320,85749
9705,2019,11426327E,20191220201,201903,435000,164.2749245,16,2648,1996,1,2,450,357144,357144,375001,20011121,http://www.asr.pima.gov/ParcelData/Map/Arm/MP33/33050.pdf,0.87114602,-110.7848201,32.27017956,www.tucsonaz.gov/pro/pdsd/parcel_search/11426327E,http://gis.pima.gov/maps/detail.cfm?p=11426327E,85749
9706,2019,114262830,20190600370,201902,454900,149.8353096,14,3036,1976,1,2,0,318775,318775,347465,19890626,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M131526.PDF,4.73223019,-110.7771554,32.27481223,www.tucsonaz.gov/pro/pdsd/parcel_search/114262830,http://gis.pima.gov/maps/detail.cfm?p=114262830,85749
9707,2019,114262830,20190600370,201902,454900,149.8353096,14,3036,1976,1,2,0,318775,318775,347465,19890626,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M131526.PDF,4.73223019,-110.7771554,32.27481223,www.tucsonaz.gov/pro/pdsd/parcel_search/114262830,http://gis.pima.gov/maps/detail.cfm?p=114262830,85749
9708,2019,114261900,20190730211,201902,440000,174.6031746,17,2520,1993,1,2,450,352842,352842,370484,20040610,http://www.asr.pima.gov/ParcelData/Map/Arm/MP29/29037.pdf,0.81994402,-110.7847192,32.28064865,www.tucsonaz.gov/pro/pdsd/parcel_search/114261900,http://gis.pima.gov/maps/detail.cfm?p=114261900,85749
9709,2019,114261810,20191500522,201905,482500,192.6147705,20,2505,1980,1,2,480,331922,331922,348518,20080312,http://www.asr.pima.gov/ParcelData/Map/Arm/MP29/29037.pdf,1.91742003,-110.7816816,32.28315372,www.tucsonaz.gov/pro/pdsd/parcel_search/114261810,http://gis.pima.gov/maps/detail.cfm?p=114261810,11050
9710,2019,114261410,20191890449,201906,604090,156.2167055,15,3867,1989,1,3,0,506080,506080,516202,19901017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP29/29037.pdf,1.00202,-110.7841322,32.27890119,www.tucsonaz.gov/pro/pdsd/parcel_search/114261410,http://gis.pima.gov/maps/detail.cfm?p=114261410,85749
9711,2019,114261230,20190810210,201902,295000,205.0034746,20,1439,1975,1,2,0,187728,187728,204624,20130612,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25027.PDF,0.82934397,-110.7865612,32.27591506,www.tucsonaz.gov/pro/pdsd/parcel_search/114261230,http://gis.pima.gov/maps/detail.cfm?p=114261230,85749
9712,2019,114261230,20190810210,201902,295000,205.0034746,20,1439,1975,1,2,0,187728,187728,204624,20130612,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25027.PDF,0.82934397,-110.7865612,32.27591506,www.tucsonaz.gov/pro/pdsd/parcel_search/114261230,http://gis.pima.gov/maps/detail.cfm?p=114261230,85749
9713,2019,114260650,20192100150,201907,310000,156.407669,15,1982,1979,1,2,450,255321,255321,278300,19970609,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25027_01.PDF,0.95542097,-110.7881952,32.27165053,www.tucsonaz.gov/pro/pdsd/parcel_search/114260650,http://gis.pima.gov/maps/detail.cfm?p=114260650,85749
9714,2019,114260650,20192100150,201907,310000,156.407669,15,1982,1979,1,2,450,255321,255321,278300,19970609,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25027_01.PDF,0.95542097,-110.7881952,32.27165053,www.tucsonaz.gov/pro/pdsd/parcel_search/114260650,http://gis.pima.gov/maps/detail.cfm?p=114260650,85749
9715,2019,114260510,20191350305,201904,320000,137.1624518,13,2333,1978,1,2,0,265580,265580,289482,20120817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25027_01.PDF,0.79660201,-110.787965,32.27417507,www.tucsonaz.gov/pro/pdsd/parcel_search/114260510,http://gis.pima.gov/maps/detail.cfm?p=114260510,85749
9716,2019,114260510,20191350305,201904,320000,137.1624518,13,2333,1978,1,2,0,265580,265580,289482,20120817,http://www.asr.pima.gov/ParcelData/Map/Arm/MP25/M25027_01.PDF,0.79660201,-110.787965,32.27417507,www.tucsonaz.gov/pro/pdsd/parcel_search/114260510,http://gis.pima.gov/maps/detail.cfm?p=114260510,85749
9717,2019,11425014B,20190790452,201903,802000,233.819242,20,3430,2006,1,3,450,585335,585335,614602,20101027,http://www.asr.pima.gov/ParcelData/Map/Arm/MP08/08079.PDF,3.05646992,-110.7659181,32.26621933,www.tucsonaz.gov/pro/pdsd/parcel_search/11425014B,http://gis.pima.gov/maps/detail.cfm?p=11425014B,85749
